image,split,reason,red_pct,median_a
00753.jpg,train,"LAB relative redness (median_a=127, red=11.0%, concentration=100%)",11.01,127
00755.jpg,val,"LAB relative redness (median_a=127, red=35.2%, concentration=100%)",35.21,127
00757.jpg,train,"LAB relative redness (median_a=126, red=4.6%, concentration=100%)",4.58,126
00763.jpg,train,"LAB relative redness (median_a=128, red=35.0%, concentration=100%)",34.95,128
00764.jpg,test,"LAB relative redness (median_a=129, red=36.8%, concentration=100%)",36.76,129
00765.jpg,train,"LAB relative redness (median_a=127, red=6.7%, concentration=0%)",6.73,127
00769.jpg,train,"LAB relative redness (median_a=126, red=7.4%, concentration=100%)",7.36,126
00770.jpg,train,"LAB relative redness (median_a=126, red=7.2%, concentration=100%)",7.18,126
00772.jpg,train,"LAB relative redness (median_a=124, red=6.4%, concentration=100%)",6.38,124
00773.jpg,train,"LAB relative redness (median_a=129, red=13.6%, concentration=100%)",13.57,129
00777.jpg,val,"LAB relative redness (median_a=128, red=7.9%, concentration=100%)",7.87,128
00784.jpg,train,"LAB relative redness (median_a=129, red=6.3%, concentration=99%)",6.29,129
00785.jpg,train,"LAB relative redness (median_a=127, red=4.4%, concentration=99%)",4.40,127
00786.jpg,train,"LAB relative redness (median_a=126, red=5.9%, concentration=100%)",5.89,126
00790.jpg,train,"LAB relative redness (median_a=128, red=6.2%, concentration=83%)",6.17,128
00797.jpg,train,"LAB relative redness (median_a=127, red=9.2%, concentration=100%)",9.15,127
00803.jpg,val,"LAB relative redness (median_a=127, red=12.4%, concentration=100%)",12.44,127
00813.jpg,test,"LAB relative redness (median_a=128, red=7.7%, concentration=100%)",7.71,128
00831.jpg,test,"LAB relative redness (median_a=130, red=10.1%, concentration=100%)",10.12,130
00836.jpg,val,"LAB relative redness (median_a=127, red=9.6%, concentration=100%)",9.56,127
00841.jpg,train,"LAB relative redness (median_a=128, red=9.3%, concentration=100%)",9.29,128
00847.jpg,train,"LAB relative redness (median_a=125, red=7.6%, concentration=100%)",7.61,125
00849.jpg,train,"LAB relative redness (median_a=127, red=9.8%, concentration=100%)",9.84,127
00853.jpg,train,"LAB relative redness (median_a=128, red=7.2%, concentration=100%)",7.16,128
00859.jpg,train,"LAB relative redness (median_a=124, red=14.6%, concentration=100%)",14.64,124
00875.jpg,val,"LAB relative redness (median_a=126, red=5.4%, concentration=100%)",5.43,126
00878.jpg,train,"LAB relative redness (median_a=129, red=8.4%, concentration=100%)",8.35,129
00888.jpg,train,"LAB relative redness (median_a=127, red=7.5%, concentration=100%)",7.49,127
00893.jpg,test,"LAB relative redness (median_a=125, red=5.3%, concentration=100%)",5.29,125
00895.jpg,train,"LAB relative redness (median_a=125, red=2.5%, concentration=100%)",2.53,125
00899.jpg,train,"LAB relative redness (median_a=129, red=9.2%, concentration=100%)",9.25,129
00907.jpg,train,"LAB relative redness (median_a=128, red=7.8%, concentration=100%)",7.77,128
00913.jpg,train,"LAB relative redness (median_a=126, red=7.9%, concentration=100%)",7.93,126
00915.jpg,train,"LAB relative redness (median_a=128, red=37.9%, concentration=100%)",37.92,128
00919.jpg,train,"LAB relative redness (median_a=127, red=7.4%, concentration=100%)",7.43,127
00922.jpg,train,"LAB relative redness (median_a=129, red=16.1%, concentration=94%)",16.14,129
00942.jpg,test,"LAB relative redness (median_a=128, red=4.0%, concentration=100%)",4.02,128
00945.jpg,train,"LAB relative redness (median_a=127, red=12.0%, concentration=100%)",11.98,127
00947.jpg,train,"LAB relative redness (median_a=129, red=10.1%, concentration=100%)",10.08,129
00954.jpg,train,"LAB relative redness (median_a=126, red=5.2%, concentration=100%)",5.18,126
00964.jpg,train,"LAB relative redness (median_a=125, red=11.4%, concentration=100%)",11.37,125
00970.jpg,train,"LAB relative redness (median_a=127, red=6.7%, concentration=100%)",6.68,127
00972.jpg,val,"LAB relative redness (median_a=127, red=7.2%, concentration=100%)",7.21,127
00973.jpg,train,"LAB relative redness (median_a=122, red=1.9%, concentration=100%)",1.92,122
00974.jpg,train,"LAB relative redness (median_a=126, red=3.7%, concentration=100%)",3.67,126
00976.jpg,train,"LAB relative redness (median_a=127, red=8.8%, concentration=100%)",8.79,127
00980.jpg,val,"LAB relative redness (median_a=128, red=6.0%, concentration=100%)",6.01,128
00981.jpg,train,"LAB relative redness (median_a=126, red=3.5%, concentration=100%)",3.50,126
00983.jpg,val,"LAB relative redness (median_a=126, red=5.4%, concentration=100%)",5.36,126
01003.jpg,train,"LAB relative redness (median_a=128, red=14.3%, concentration=99%)",14.34,128
01005.jpg,train,"LAB relative redness (median_a=130, red=36.7%, concentration=100%)",36.68,130
01020.jpg,train,"LAB relative redness (median_a=126, red=10.1%, concentration=100%)",10.06,126
01039.jpg,train,"LAB relative redness (median_a=125, red=2.6%, concentration=100%)",2.60,125
01045.jpg,train,"LAB relative redness (median_a=129, red=3.2%, concentration=100%)",3.16,129
01048.jpg,train,"LAB relative redness (median_a=129, red=8.2%, concentration=100%)",8.17,129
01049.jpg,train,"LAB relative redness (median_a=126, red=6.1%, concentration=100%)",6.12,126
01051.jpg,train,"LAB relative redness (median_a=127, red=11.1%, concentration=100%)",11.14,127
01054.jpg,train,"LAB relative redness (median_a=128, red=5.2%, concentration=100%)",5.19,128
01068.jpg,train,"LAB relative redness (median_a=127, red=2.4%, concentration=100%)",2.45,127
01069.jpg,val,"LAB relative redness (median_a=128, red=5.9%, concentration=100%)",5.87,128
01071.jpg,train,"LAB relative redness (median_a=131, red=12.3%, concentration=99%)",12.33,131
01072.jpg,train,"LAB relative redness (median_a=132, red=11.6%, concentration=74%)",11.60,132
01077.jpg,train,"LAB relative redness (median_a=125, red=2.7%, concentration=100%)",2.67,125
01088.jpg,train,"LAB relative redness (median_a=127, red=4.8%, concentration=100%)",4.79,127
01090.jpg,train,"LAB relative redness (median_a=128, red=8.9%, concentration=100%)",8.93,128
01095.jpg,train,"LAB relative redness (median_a=127, red=3.5%, concentration=100%)",3.45,127
01097.jpg,train,"LAB relative redness (median_a=130, red=7.8%, concentration=100%)",7.80,130
01102.jpg,train,"LAB relative redness (median_a=128, red=8.9%, concentration=100%)",8.93,128
01104.jpg,train,"LAB relative redness (median_a=127, red=4.7%, concentration=100%)",4.72,127
01111.jpg,train,"LAB relative redness (median_a=129, red=7.6%, concentration=100%)",7.57,129
01113.jpg,train,"LAB relative redness (median_a=128, red=7.4%, concentration=100%)",7.42,128
01115.jpg,val,"LAB relative redness (median_a=127, red=2.6%, concentration=100%)",2.60,127
01126.jpg,train,"LAB relative redness (median_a=127, red=38.0%, concentration=100%)",38.01,127
01129.jpg,train,"LAB relative redness (median_a=129, red=9.2%, concentration=100%)",9.21,129
01143.jpg,train,"LAB relative redness (median_a=127, red=3.3%, concentration=100%)",3.31,127
01176.jpg,train,"LAB relative redness (median_a=126, red=6.5%, concentration=100%)",6.52,126
01178.jpg,train,"LAB relative redness (median_a=129, red=11.8%, concentration=100%)",11.77,129
01183.jpg,train,"LAB relative redness (median_a=131, red=33.0%, concentration=100%)",32.96,131
01189.jpg,train,"LAB relative redness (median_a=125, red=4.9%, concentration=100%)",4.90,125
01191.jpg,train,"LAB relative redness (median_a=127, red=8.4%, concentration=100%)",8.44,127
01192.jpg,train,"LAB relative redness (median_a=127, red=10.3%, concentration=100%)",10.29,127
01196.jpg,train,"LAB relative redness (median_a=129, red=8.8%, concentration=97%)",8.85,129
01198.jpg,train,"LAB relative redness (median_a=129, red=7.7%, concentration=94%)",7.67,129
01211.jpg,train,"LAB relative redness (median_a=127, red=9.1%, concentration=100%)",9.05,127
01213.jpg,train,"LAB relative redness (median_a=127, red=17.1%, concentration=100%)",17.07,127
01221.jpg,train,"LAB relative redness (median_a=128, red=9.2%, concentration=100%)",9.21,128
01224.jpg,test,"LAB relative redness (median_a=127, red=5.7%, concentration=100%)",5.69,127
01227.jpg,train,"LAB relative redness (median_a=131, red=34.8%, concentration=100%)",34.81,131
01229.jpg,test,"LAB relative redness (median_a=128, red=4.3%, concentration=100%)",4.31,128
01231.jpg,test,"LAB relative redness (median_a=127, red=4.3%, concentration=100%)",4.25,127
01236.jpg,train,"LAB relative redness (median_a=128, red=8.8%, concentration=100%)",8.84,128
01244.jpg,test,"LAB relative redness (median_a=127, red=7.2%, concentration=100%)",7.15,127
01245.jpg,train,"LAB relative redness (median_a=128, red=6.8%, concentration=100%)",6.84,128
01246.jpg,train,"LAB relative redness (median_a=128, red=14.7%, concentration=99%)",14.71,128
01248.jpg,train,"LAB relative redness (median_a=127, red=4.7%, concentration=100%)",4.71,127
01252.jpg,val,"LAB relative redness (median_a=125, red=1.5%, concentration=100%)",1.51,125
01255.jpg,train,"LAB relative redness (median_a=128, red=0.8%, concentration=100%)",0.83,128
01260.jpg,train,"LAB relative redness (median_a=126, red=4.1%, concentration=100%)",4.12,126
01273.jpg,train,"LAB relative redness (median_a=128, red=10.1%, concentration=100%)",10.10,128
01274.jpg,train,"LAB relative redness (median_a=128, red=3.8%, concentration=100%)",3.78,128
01275.jpg,train,"LAB relative redness (median_a=128, red=7.9%, concentration=100%)",7.94,128
01277.jpg,train,"LAB relative redness (median_a=128, red=5.2%, concentration=100%)",5.21,128
01278.jpg,train,"LAB relative redness (median_a=128, red=14.7%, concentration=100%)",14.73,128
01279.jpg,train,"LAB relative redness (median_a=127, red=6.2%, concentration=100%)",6.17,127
01281.jpg,train,"LAB relative redness (median_a=128, red=1.0%, concentration=100%)",1.00,128
01282.jpg,val,"LAB relative redness (median_a=128, red=3.7%, concentration=100%)",3.69,128
01283.jpg,train,"LAB relative redness (median_a=124, red=9.6%, concentration=100%)",9.61,124
01288.jpg,train,"LAB relative redness (median_a=128, red=7.9%, concentration=100%)",7.86,128
01293.jpg,train,"LAB relative redness (median_a=128, red=0.1%, concentration=100%)",0.07,128
01294.jpg,train,"LAB relative redness (median_a=126, red=11.3%, concentration=100%)",11.32,126
01295.jpg,val,"LAB relative redness (median_a=125, red=6.7%, concentration=100%)",6.69,125
01297.jpg,train,"LAB relative redness (median_a=126, red=4.6%, concentration=100%)",4.62,126
01298.jpg,val,"LAB relative redness (median_a=125, red=7.8%, concentration=99%)",7.76,125
01299.jpg,train,"LAB relative redness (median_a=125, red=9.8%, concentration=100%)",9.75,125
01300.jpg,val,"LAB relative redness (median_a=128, red=36.0%, concentration=100%)",36.00,128
01302.jpg,train,"LAB relative redness (median_a=127, red=11.3%, concentration=97%)",11.32,127
01304.jpg,train,"LAB relative redness (median_a=127, red=31.1%, concentration=100%)",31.06,127
01312.jpg,val,"LAB relative redness (median_a=126, red=5.2%, concentration=100%)",5.16,126
01322.jpg,train,"LAB relative redness (median_a=127, red=3.0%, concentration=100%)",2.96,127
01327.jpg,train,"LAB relative redness (median_a=129, red=9.6%, concentration=100%)",9.56,129
01329.jpg,train,"LAB relative redness (median_a=128, red=12.6%, concentration=100%)",12.58,128
01336.jpg,train,"LAB relative redness (median_a=127, red=2.8%, concentration=100%)",2.82,127
01338.jpg,train,"LAB relative redness (median_a=127, red=3.7%, concentration=100%)",3.70,127
01345.jpg,train,"LAB relative redness (median_a=125, red=5.9%, concentration=100%)",5.85,125
01348.jpg,train,"LAB relative redness (median_a=128, red=8.7%, concentration=94%)",8.72,128
01353.jpg,val,"LAB relative redness (median_a=127, red=4.1%, concentration=100%)",4.07,127
01369.jpg,train,"LAB relative redness (median_a=125, red=2.0%, concentration=100%)",1.97,125
01370.jpg,train,"LAB relative redness (median_a=127, red=8.1%, concentration=100%)",8.08,127
01375.jpg,train,"LAB relative redness (median_a=126, red=5.1%, concentration=100%)",5.06,126
01379.jpg,train,"LAB relative redness (median_a=126, red=10.0%, concentration=100%)",10.04,126
01380.jpg,train,"LAB relative redness (median_a=125, red=9.3%, concentration=100%)",9.33,125
01382.jpg,train,"LAB relative redness (median_a=128, red=6.3%, concentration=100%)",6.33,128
01383.jpg,train,"LAB relative redness (median_a=126, red=6.5%, concentration=100%)",6.47,126
01384.jpg,train,"LAB relative redness (median_a=128, red=10.2%, concentration=100%)",10.17,128
01385.jpg,train,"LAB relative redness (median_a=127, red=4.7%, concentration=100%)",4.72,127
01387.jpg,train,"LAB relative redness (median_a=125, red=3.3%, concentration=100%)",3.34,125
01388.jpg,train,"LAB relative redness (median_a=125, red=4.0%, concentration=100%)",3.97,125
01389.jpg,train,"LAB relative redness (median_a=125, red=3.7%, concentration=100%)",3.74,125
01393.jpg,train,"LAB relative redness (median_a=127, red=2.3%, concentration=100%)",2.28,127
01394.jpg,train,"LAB relative redness (median_a=126, red=5.6%, concentration=100%)",5.58,126
01395.jpg,train,"LAB relative redness (median_a=128, red=2.1%, concentration=100%)",2.08,128
01396.jpg,train,"LAB relative redness (median_a=126, red=3.8%, concentration=100%)",3.78,126
01405.jpg,train,"LAB relative redness (median_a=128, red=12.9%, concentration=100%)",12.92,128
01413.jpg,train,"LAB relative redness (median_a=125, red=3.6%, concentration=100%)",3.61,125
01414.jpg,train,"LAB relative redness (median_a=127, red=0.1%, concentration=100%)",0.15,127
01421.jpg,train,"LAB relative redness (median_a=126, red=1.9%, concentration=100%)",1.95,126
01423.jpg,train,"LAB relative redness (median_a=129, red=9.9%, concentration=100%)",9.89,129
01424.jpg,train,"LAB relative redness (median_a=127, red=9.0%, concentration=100%)",8.96,127
01427.jpg,train,"LAB relative redness (median_a=128, red=15.8%, concentration=100%)",15.78,128
01435.jpg,test,"LAB relative redness (median_a=127, red=2.9%, concentration=100%)",2.91,127
01440.jpg,train,"LAB relative redness (median_a=128, red=14.6%, concentration=100%)",14.55,128
01447.jpg,train,"LAB relative redness (median_a=128, red=8.0%, concentration=100%)",7.98,128
01450.jpg,train,"LAB relative redness (median_a=128, red=6.3%, concentration=100%)",6.27,128
01454.jpg,train,"LAB relative redness (median_a=128, red=34.3%, concentration=100%)",34.35,128
01463.jpg,train,"LAB relative redness (median_a=126, red=5.4%, concentration=100%)",5.41,126
01464.jpg,train,"LAB relative redness (median_a=126, red=5.0%, concentration=100%)",5.02,126
01465.jpg,train,"LAB relative redness (median_a=127, red=6.2%, concentration=100%)",6.21,127
01466.jpg,train,"LAB relative redness (median_a=127, red=6.3%, concentration=100%)",6.27,127
01467.jpg,train,"LAB relative redness (median_a=127, red=4.6%, concentration=100%)",4.65,127
01473.jpg,train,"LAB relative redness (median_a=127, red=0.7%, concentration=100%)",0.75,127
01474.jpg,train,"LAB relative redness (median_a=128, red=9.1%, concentration=100%)",9.08,128
01477.jpg,val,"LAB relative redness (median_a=127, red=1.8%, concentration=100%)",1.76,127
01493.jpg,train,"LAB relative redness (median_a=127, red=5.1%, concentration=100%)",5.05,127
01494.jpg,train,"LAB relative redness (median_a=128, red=6.4%, concentration=100%)",6.38,128
01509.jpg,train,"LAB relative redness (median_a=130, red=4.5%, concentration=100%)",4.48,130
01521.jpg,train,"LAB relative redness (median_a=126, red=32.6%, concentration=100%)",32.59,126
01537.jpg,train,"LAB relative redness (median_a=128, red=40.6%, concentration=97%)",40.61,128
01541.jpg,val,"LAB relative redness (median_a=129, red=13.6%, concentration=88%)",13.58,129
01570.jpg,train,"LAB relative redness (median_a=127, red=3.7%, concentration=100%)",3.70,127
01580.jpg,train,"LAB relative redness (median_a=125, red=10.0%, concentration=100%)",9.95,125
01584.jpg,train,"LAB relative redness (median_a=128, red=10.0%, concentration=100%)",10.03,128
01600.jpg,train,"LAB relative redness (median_a=126, red=7.3%, concentration=100%)",7.30,126
01606.jpg,train,"LAB relative redness (median_a=125, red=7.5%, concentration=100%)",7.47,125
01709.jpg,train,"LAB relative redness (median_a=128, red=5.7%, concentration=100%)",5.71,128
01729.jpg,train,"LAB relative redness (median_a=128, red=36.9%, concentration=100%)",36.87,128
01759.jpg,train,"LAB relative redness (median_a=129, red=8.9%, concentration=100%)",8.91,129
01767.jpg,train,"LAB relative redness (median_a=129, red=9.1%, concentration=100%)",9.07,129
01770.jpg,train,"LAB relative redness (median_a=126, red=5.6%, concentration=100%)",5.56,126
01778.jpg,test,"LAB relative redness (median_a=126, red=1.7%, concentration=100%)",1.66,126
01783.jpg,train,"LAB relative redness (median_a=128, red=35.1%, concentration=100%)",35.15,128
01813.jpg,val,"LAB relative redness (median_a=125, red=4.9%, concentration=100%)",4.89,125
01823.jpg,train,"LAB relative redness (median_a=126, red=7.5%, concentration=100%)",7.47,126
01844.jpg,train,"LAB relative redness (median_a=132, red=32.6%, concentration=100%)",32.56,132
01860.jpg,val,"LAB relative redness (median_a=126, red=4.4%, concentration=100%)",4.44,126
01872.jpg,train,"LAB relative redness (median_a=123, red=6.7%, concentration=100%)",6.68,123
01873.jpg,train,"LAB relative redness (median_a=120, red=8.4%, concentration=100%)",8.39,120
01874.jpg,train,"LAB relative redness (median_a=127, red=10.5%, concentration=95%)",10.51,127
01875.jpg,train,"LAB relative redness (median_a=125, red=0.3%, concentration=100%)",0.26,125
01883.jpg,train,"LAB relative redness (median_a=128, red=8.2%, concentration=100%)",8.18,128
01918.jpg,test,"LAB relative redness (median_a=129, red=18.2%, concentration=97%)",18.17,129
01921.jpg,val,"LAB relative redness (median_a=127, red=5.1%, concentration=100%)",5.14,127
01924.jpg,train,"LAB relative redness (median_a=128, red=12.0%, concentration=100%)",11.97,128
01925.jpg,test,"LAB relative redness (median_a=129, red=13.4%, concentration=100%)",13.38,129
01926.jpg,train,"LAB relative redness (median_a=128, red=10.0%, concentration=100%)",9.98,128
01936.jpg,val,"LAB relative redness (median_a=128, red=2.6%, concentration=100%)",2.64,128
01964.jpg,val,"LAB relative redness (median_a=128, red=4.0%, concentration=100%)",4.04,128
02002.jpg,train,"LAB relative redness (median_a=128, red=15.5%, concentration=100%)",15.54,128
02003.jpg,train,"LAB relative redness (median_a=124, red=5.8%, concentration=100%)",5.83,124
02009.jpg,train,"LAB relative redness (median_a=125, red=3.6%, concentration=100%)",3.59,125
02011.jpg,test,"LAB relative redness (median_a=129, red=4.8%, concentration=100%)",4.84,129
02012.jpg,train,"LAB relative redness (median_a=129, red=4.7%, concentration=100%)",4.73,129
02032.jpg,train,"LAB relative redness (median_a=127, red=3.2%, concentration=100%)",3.25,127
02038.jpg,train,"LAB relative redness (median_a=128, red=5.1%, concentration=100%)",5.09,128
02042.jpg,train,"LAB relative redness (median_a=127, red=4.8%, concentration=100%)",4.75,127
02044.jpg,train,"LAB relative redness (median_a=125, red=6.3%, concentration=100%)",6.33,125
02050.jpg,train,"LAB relative redness (median_a=126, red=8.3%, concentration=100%)",8.32,126
02055.jpg,train,"LAB relative redness (median_a=125, red=3.3%, concentration=100%)",3.30,125
02056.jpg,train,"LAB relative redness (median_a=126, red=13.2%, concentration=100%)",13.19,126
02061.jpg,train,"LAB relative redness (median_a=124, red=1.2%, concentration=100%)",1.17,124
02079.jpg,train,"LAB relative redness (median_a=127, red=10.6%, concentration=100%)",10.64,127
02083.jpg,train,"LAB relative redness (median_a=133, red=7.1%, concentration=100%)",7.06,133
02113.jpg,train,"LAB relative redness (median_a=127, red=0.9%, concentration=100%)",0.93,127
02119.jpg,train,"LAB relative redness (median_a=127, red=4.7%, concentration=100%)",4.70,127
02122.jpg,train,"LAB relative redness (median_a=127, red=5.0%, concentration=100%)",5.02,127
02123.jpg,train,"LAB relative redness (median_a=125, red=9.2%, concentration=99%)",9.20,125
02124.jpg,train,"LAB relative redness (median_a=129, red=5.3%, concentration=100%)",5.32,129
02127.jpg,train,"LAB relative redness (median_a=128, red=3.8%, concentration=100%)",3.81,128
02128.jpg,test,"LAB relative redness (median_a=128, red=7.6%, concentration=100%)",7.63,128
02135.jpg,train,"LAB relative redness (median_a=125, red=6.4%, concentration=100%)",6.36,125
02146.jpg,train,"LAB relative redness (median_a=127, red=9.2%, concentration=97%)",9.17,127
02151.jpg,train,"LAB relative redness (median_a=126, red=7.3%, concentration=100%)",7.34,126
02163.jpg,train,"LAB relative redness (median_a=128, red=3.6%, concentration=100%)",3.58,128
02165.jpg,train,"LAB relative redness (median_a=126, red=2.8%, concentration=100%)",2.77,126
02190.jpg,train,"LAB relative redness (median_a=123, red=6.3%, concentration=100%)",6.26,123
02191.jpg,train,"LAB relative redness (median_a=124, red=10.5%, concentration=100%)",10.54,124
02205.jpg,train,"LAB relative redness (median_a=125, red=5.2%, concentration=100%)",5.23,125
02222.jpg,train,"LAB relative redness (median_a=125, red=0.6%, concentration=100%)",0.57,125
02240.jpg,train,"LAB relative redness (median_a=132, red=1.5%, concentration=97%)",1.46,132
02248.jpg,train,"LAB relative redness (median_a=131, red=38.2%, concentration=100%)",38.21,131
02253.jpg,train,"LAB relative redness (median_a=129, red=32.0%, concentration=100%)",31.98,129
02262.jpg,train,"LAB relative redness (median_a=128, red=8.1%, concentration=100%)",8.13,128
02272.jpg,train,"LAB relative redness (median_a=133, red=0.0%, concentration=0%)",0.00,133
02274.jpg,train,"LAB relative redness (median_a=127, red=7.3%, concentration=100%)",7.27,127
02276.jpg,train,"LAB relative redness (median_a=129, red=3.3%, concentration=100%)",3.32,129
02291.jpg,test,"LAB relative redness (median_a=127, red=1.6%, concentration=100%)",1.61,127
02296.jpg,train,"LAB relative redness (median_a=127, red=7.0%, concentration=100%)",7.03,127
02302.jpg,test,"LAB relative redness (median_a=125, red=6.5%, concentration=100%)",6.50,125
02303.jpg,train,"LAB relative redness (median_a=126, red=3.3%, concentration=100%)",3.31,126
02311.jpg,test,"LAB relative redness (median_a=127, red=6.6%, concentration=100%)",6.61,127
02316.jpg,test,"LAB relative redness (median_a=124, red=12.6%, concentration=100%)",12.64,124
02323.jpg,test,"LAB relative redness (median_a=127, red=26.5%, concentration=100%)",26.49,127
02324.jpg,train,"LAB relative redness (median_a=127, red=9.1%, concentration=100%)",9.10,127
02326.jpg,train,"LAB relative redness (median_a=128, red=9.7%, concentration=100%)",9.74,128
02330.jpg,train,"LAB relative redness (median_a=128, red=9.2%, concentration=100%)",9.19,128
02334.jpg,train,"LAB relative redness (median_a=127, red=14.1%, concentration=100%)",14.13,127
02337.jpg,train,"LAB relative redness (median_a=126, red=2.5%, concentration=100%)",2.52,126
02361.jpg,train,"LAB relative redness (median_a=130, red=32.2%, concentration=100%)",32.23,130
02387.jpg,test,"LAB relative redness (median_a=126, red=5.2%, concentration=100%)",5.22,126
02393.jpg,train,"LAB relative redness (median_a=129, red=6.9%, concentration=100%)",6.92,129
02406.jpg,train,"LAB relative redness (median_a=126, red=3.6%, concentration=100%)",3.58,126
02421.jpg,test,"LAB relative redness (median_a=127, red=4.8%, concentration=100%)",4.83,127
02441.jpg,train,"LAB relative redness (median_a=130, red=10.7%, concentration=100%)",10.71,130
02476.jpg,train,"LAB relative redness (median_a=131, red=35.4%, concentration=100%)",35.45,131
02505.jpg,train,"LAB relative redness (median_a=128, red=8.2%, concentration=100%)",8.24,128
02511.jpg,val,"LAB relative redness (median_a=128, red=11.4%, concentration=100%)",11.36,128
02517.jpg,train,"LAB relative redness (median_a=129, red=37.0%, concentration=100%)",37.03,129
02523.jpg,train,"LAB relative redness (median_a=128, red=9.2%, concentration=100%)",9.17,128
02524.jpg,train,"LAB relative redness (median_a=127, red=5.2%, concentration=100%)",5.23,127
02525.jpg,val,"LAB relative redness (median_a=128, red=7.1%, concentration=100%)",7.07,128
02526.jpg,test,"LAB relative redness (median_a=129, red=10.2%, concentration=100%)",10.24,129
02527.jpg,val,"LAB relative redness (median_a=128, red=6.6%, concentration=100%)",6.59,128
02528.jpg,val,"LAB relative redness (median_a=128, red=8.1%, concentration=100%)",8.10,128
02529.jpg,train,"LAB relative redness (median_a=126, red=9.3%, concentration=100%)",9.33,126
02534.jpg,train,"LAB relative redness (median_a=128, red=6.3%, concentration=100%)",6.25,128
02535.jpg,train,"LAB relative redness (median_a=128, red=12.0%, concentration=99%)",11.97,128
02537.jpg,train,"LAB relative redness (median_a=128, red=6.0%, concentration=100%)",6.04,128
02538.jpg,train,"LAB relative redness (median_a=128, red=10.7%, concentration=100%)",10.73,128
02540.jpg,train,"LAB relative redness (median_a=128, red=9.3%, concentration=100%)",9.33,128
02541.jpg,train,"LAB relative redness (median_a=129, red=7.3%, concentration=100%)",7.31,129
02542.jpg,test,"LAB relative redness (median_a=127, red=4.9%, concentration=100%)",4.88,127
02543.jpg,train,"LAB relative redness (median_a=125, red=12.0%, concentration=100%)",11.97,125
02544.jpg,train,"LAB relative redness (median_a=128, red=12.3%, concentration=100%)",12.29,128
02545.jpg,train,"LAB relative redness (median_a=127, red=7.0%, concentration=100%)",7.03,127
02546.jpg,val,"LAB relative redness (median_a=128, red=34.7%, concentration=100%)",34.73,128
02548.jpg,test,"LAB relative redness (median_a=127, red=6.9%, concentration=100%)",6.87,127
02549.jpg,train,"LAB relative redness (median_a=129, red=10.8%, concentration=100%)",10.79,129
02550.jpg,train,"LAB relative redness (median_a=127, red=5.2%, concentration=100%)",5.20,127
02551.jpg,train,"LAB relative redness (median_a=127, red=7.0%, concentration=100%)",6.99,127
02552.jpg,train,"LAB relative redness (median_a=129, red=7.8%, concentration=100%)",7.75,129
02553.jpg,test,"LAB relative redness (median_a=127, red=3.7%, concentration=100%)",3.69,127
02554.jpg,train,"LAB relative redness (median_a=130, red=7.8%, concentration=100%)",7.78,130
02555.jpg,train,"LAB relative redness (median_a=129, red=6.8%, concentration=100%)",6.83,129
02557.jpg,train,"LAB relative redness (median_a=127, red=5.6%, concentration=100%)",5.56,127
02558.jpg,train,"LAB relative redness (median_a=126, red=5.8%, concentration=100%)",5.78,126
02559.jpg,train,"LAB relative redness (median_a=129, red=12.4%, concentration=100%)",12.41,129
02560.jpg,train,"LAB relative redness (median_a=127, red=5.9%, concentration=100%)",5.94,127
02561.jpg,val,"LAB relative redness (median_a=127, red=10.0%, concentration=100%)",10.01,127
02562.jpg,train,"LAB relative redness (median_a=125, red=6.9%, concentration=100%)",6.91,125
02567.jpg,train,"LAB relative redness (median_a=128, red=8.1%, concentration=100%)",8.06,128
02572.jpg,train,"LAB relative redness (median_a=126, red=23.8%, concentration=100%)",23.84,126
02573.jpg,train,"LAB relative redness (median_a=127, red=6.0%, concentration=100%)",6.00,127
02574.jpg,train,"LAB relative redness (median_a=127, red=5.8%, concentration=100%)",5.75,127
02575.jpg,train,"LAB relative redness (median_a=129, red=8.2%, concentration=100%)",8.21,129
02577.jpg,train,"LAB relative redness (median_a=130, red=8.6%, concentration=100%)",8.64,130
02579.jpg,train,"LAB relative redness (median_a=124, red=6.1%, concentration=97%)",6.15,124
02580.jpg,train,"LAB relative redness (median_a=127, red=5.6%, concentration=100%)",5.63,127
02584.jpg,train,"LAB relative redness (median_a=126, red=5.0%, concentration=76%)",5.02,126
02585.jpg,train,"LAB relative redness (median_a=125, red=8.8%, concentration=100%)",8.79,125
02586.jpg,train,"LAB relative redness (median_a=129, red=13.0%, concentration=100%)",12.99,129
02587.jpg,val,"LAB relative redness (median_a=128, red=9.6%, concentration=100%)",9.60,128
02588.jpg,test,"LAB relative redness (median_a=127, red=3.5%, concentration=100%)",3.55,127
02589.jpg,train,"LAB relative redness (median_a=127, red=4.3%, concentration=100%)",4.33,127
02591.jpg,train,"LAB relative redness (median_a=125, red=4.2%, concentration=100%)",4.16,125
02592.jpg,train,"LAB relative redness (median_a=129, red=13.7%, concentration=100%)",13.68,129
02593.jpg,train,"LAB relative redness (median_a=127, red=4.8%, concentration=100%)",4.81,127
02595.jpg,train,"LAB relative redness (median_a=126, red=8.0%, concentration=100%)",7.99,126
02597.jpg,train,"LAB relative redness (median_a=129, red=12.2%, concentration=100%)",12.19,129
02598.jpg,train,"LAB relative redness (median_a=127, red=10.8%, concentration=100%)",10.75,127
02601.jpg,train,"LAB relative redness (median_a=128, red=7.1%, concentration=100%)",7.07,128
02602.jpg,train,"LAB relative redness (median_a=128, red=11.3%, concentration=98%)",11.35,128
